20
248.3375;291.0775;317.9;324.4825;305.0975;254.9425;148.9925;130.675;188.58;226.9475;281.7925;307.33;310.125;311.8575;312.5375
272.23;316.01;323.5975;313.95;276.1325;195.6125;118.255;115.8175;163.0675;274.58;307.0975;311.1225;310.805;311.025;311.504166666667
305.1775;324.14;324.8925;305.61;243.26;158.625;112.22;138.045;223.03;292.0475;307.0025;309.3;308.48;309.01;309.225
312.0625;322.8925;320.8825;282.43;198.54;124.99;133.2325;172.685;218.5825;298.0325;305.3775;307.1275;306.2375;306.4225;307.229166666667
276.6175;314.7275;289.4975;237.8725;179.4675;153.2125;174.855;218.6775;281.035;303.7325;305.63;307.245;307.32;306.7025;307.870833333333
291.72;318.7225;265.59;253.7225;192.9175;219.28;238.565;272.455;295.4025;304.5875;309.765;310.7625;310.055;310.49;310.766666666667
314.905;320.6675;276.0025;213.6575;234.95;274.1725;291.175;277.64;287.955;309.065;311.1475;312.6;312.315;312.1175;313.55
323.3475;307.5;227.555;193.3025;242.8825;295.705;304.0275;295.4175;273.52;310.4925;312.71;313.4175;314.47;313.945;313.908333333333
321.205;272.715;187.3175;173.8075;232.8375;300.655;308.3725;306.9625;282.4875;305.4525;313.685;314.57;315.0875;316.685;317.333333333333
299.8025;201.5275;205.9825;237.7375;240.29;301.235;311.695;311.0825;306.9725;304.6425;314.1275;315.085;315.4675;316.775;317.758333333333
260.128947368421;185.502631578947;217.797368421053;280.231578947368;281.813157894737;307.128947368421;312.236842105263;313.210526315789;313.126315789474;297.639473684211;314.860526315789;315.221052631579;316.613157894737;317.186842105263;318.407894736842
